Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,X,Y
https://en.wikipedia.org/wiki/Patriarchy,5,68,73,5,68,73,4,0.293968,0.315428,22526.923373,0.000075,0.000086,0.000279,8,-497.760956,-362.405121
https://en.wikipedia.org/wiki/Discrimination,9,43,52,9,43,52,6,0.229627,0.264058,21332.656881,0.000704,0.000197,0.00036,13,463.972473,118.511383
https://en.wikipedia.org/wiki/Glass_ceiling,4,17,21,4,17,21,7,0.187175,0.205869,1320.738646,0.000089,0.000116,0.000274,8,34.605778,-341.603607
https://en.wikipedia.org/wiki/Liberal_feminism,2,67,69,2,67,69,5,0.24445,0.27184,3169.950817,0.00007,0.000052,0.000262,8,168.390564,-185.079254
https://en.wikipedia.org/wiki/Redlining,3,64,67,3,64,67,4,0.275884,0.292746,3939.096069,0.000057,0.000133,0.000273,9,133.862,-194.820801
https://en.wikipedia.org/wiki/Sexual_division_of_labour,2,27,29,2,27,29,5,0.227875,0.239833,1395.8921,0.000041,0.00001,0.000264,8,384.495361,218.024445
https://en.wikipedia.org/wiki/Laissez-faire,2,67,69,2,67,69,6,0.201391,0.226856,2803.948773,0.000404,0.000527,0.000261,3,199.42804,44.23502
https://en.wikipedia.org/wiki/Developing_countries,4,151,155,4,151,155,5,0.242249,0.281876,11982.016718,0.000706,0.003776,0.000275,6,196.904724,106.906403
https://en.wikipedia.org/wiki/Occupational_segregation#Gender,1,10,11,1,10,11,6,0.207089,0.231658,230.753874,0.000038,0.000044,0.00026,9,-215.101501,160.27774
https://en.wikipedia.org/wiki/Age_stratification,1,3,4,1,3,4,7,0.186819,0.203142,34.90279,0.000038,0.000058,0.00026,13,-162.086365,356.700836
https://en.wikipedia.org/wiki/Redistribution_(economics),1,13,14,1,13,14,5,0.237624,0.262082,207.345879,0.000038,0.000147,0.00026,10,-185.238892,-1.347227
https://en.wikipedia.org/wiki/Transgender,4,101,105,4,101,105,6,0.197335,0.224544,10169.775085,0.000049,0.000026,0.000279,13,363.216248,426.263031
https://en.wikipedia.org/wiki/Population_ageing,1,17,18,1,17,18,6,0.195758,0.21398,808.193418,0.000038,0.00006,0.00026,6,413.649597,112.050323
https://en.wikipedia.org/wiki/Incarceration_in_the_United_States,2,128,130,2,128,130,6,0.207246,0.245943,8103.190569,0.000141,0.005421,0.000267,11,330.31488,5.363345
https://en.wikipedia.org/wiki/Medicare_(United_States),4,66,70,4,66,70,1,1,1,4082.477705,0.000473,0.004543,0.000277,12,-133.039673,491.929108
https://en.wikipedia.org/wiki/Masculinities,1,43,44,1,43,44,5,0.233215,0.251474,1718.645484,0.000038,0.000036,0.00026,13,229.401917,2.100619
https://en.wikipedia.org/wiki/Medicare_(Canada),1,51,52,1,51,52,2,0.644068,0.723684,2882.270739,0.000038,0.002285,0.00026,12,263.889282,-51.355282
https://en.wikipedia.org/wiki/Women%27s_work,1,9,10,1,9,10,6,0.203939,0.229272,402.5,0.000038,0.00001,0.00026,7,-285.647858,-174.358032
https://en.wikipedia.org/wiki/Innovation,1,53,54,1,53,54,5,0.253466,0.295547,2617.930403,0.000038,0.00032,0.00026,5,187.420776,-380.681091
https://en.wikipedia.org/wiki/Gender-variant,1,23,24,1,23,24,7,0.175549,0.196548,458.546708,0.000038,0.000025,0.00026,13,260.565857,225.062958
https://en.wikipedia.org/wiki/Age_discrimination,1,183,184,1,183,184,6,0.22366,0.27423,9705.07451,0.000038,0.012542,0.00026,14,410.527466,28.771517
https://en.wikipedia.org/wiki/Global_North,1,33,34,1,33,34,5,0.249071,0.280468,797.555955,0.000038,0.000408,0.00026,6,-263.246857,-218.025635
https://en.wikipedia.org/wiki/Washington_(state),1,511,512,1,511,512,1,1,1,31942.851556,0.000038,0.999771,0.00026,15,-66.182281,106.378693
https://en.wikipedia.org/wiki/Gender_analysis,1,7,8,1,7,8,1,1,1,395.77381,0.000038,0.000001,0.00026,6,-480.648071,-477.213745
https://en.wikipedia.org/wiki/Life_expectancies,1,49,50,1,49,50,5,0.230765,0.249158,2369.327427,0.000038,0.000145,0.00026,6,-142.90863,-429.491486
https://en.wikipedia.org/wiki/Industrialized_nations,1,16,17,1,16,17,1,1,1,413.195682,0.000038,0.002131,0.00026,6,201.124817,15.874606
https://en.wikipedia.org/wiki/Universal_health_care,1,22,23,1,22,23,2,0.572368,0.626437,1066.811722,0.000038,0.002136,0.00026,12,-484.256226,132.225006
https://en.wikipedia.org/wiki/Distribution_of_income,2,0,2,2,0,2,0,0,0,0,0.000555,0,0.000261,2,-350.420593,-250.420914
https://en.wikipedia.org/wiki/Income_inequality_in_the_United_States,4,0,4,4,0,4,0,0,0,0,0.000414,0,0.000298,0,32.68256,41.23978
https://en.wikipedia.org/wiki/World_Inequality_Report,2,0,2,2,0,2,0,0,0,0,0.000275,0,0.00027,0,156.209839,-451.12439
https://en.wikipedia.org/wiki/History_of_economic_inequality,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-62.600521,-400.368958
https://en.wikipedia.org/wiki/Redistribution_of_income_and_wealth,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-315.841034,281.729706
https://en.wikipedia.org/wiki/Income_inequality_metrics,5,0,5,5,0,5,0,0,0,0,0.000797,0,0.000283,0,-213.934784,402.636505
https://en.wikipedia.org/wiki/Inequity_aversion,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-230.249481,130.553009
https://en.wikipedia.org/wiki/Capital_in_the_Twenty-First_Century,4,0,4,4,0,4,0,0,0,0,0.00029,0,0.000299,0,-220.006989,230.868378
https://en.wikipedia.org/wiki/Wealth_inequality_in_the_United_States,3,0,3,3,0,3,0,0,0,0,0.000366,0,0.000279,0,462.444275,259.847137
https://en.wikipedia.org/wiki/Income_inequality_in_India,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,224.541565,-285.414398
https://en.wikipedia.org/wiki/Economic_growth#Inequality_and_growth,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-201.882843,-201.965027
https://en.wikipedia.org/wiki/Emmanuel_Saez,2,0,2,2,0,2,0,0,0,0,0.000262,0,0.000277,0,296.506165,118.198944
https://en.wikipedia.org/wiki/Inherited_wealth,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-307.824127,-330.35791
https://en.wikipedia.org/wiki/The_Price_of_Inequality,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-4.728055,-148.027679
https://en.wikipedia.org/wiki/Sustainable_Development_Goal_10,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-188.142975,-36.594082
https://en.wikipedia.org/wiki/List_of_countries_by_inequality-adjusted_HDI,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,341.481628,-392.075378
https://en.wikipedia.org/wiki/Jason_Hickel,4,0,4,4,0,4,0,0,0,0,0.000547,0,0.000273,6,-58.825985,202.554291
https://en.wikipedia.org/wiki/Lucas_Chancel,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-143.305847,338.222931
https://en.wikipedia.org/wiki/Daron_Acemoglu,4,0,4,4,0,4,0,0,0,0,0.000531,0,0.000289,0,-412.680481,95.408661
https://en.wikipedia.org/wiki/Progressive_tax,3,0,3,3,0,3,0,0,0,0,0.000281,0,0.00028,0,108.489319,-353.100067
https://en.wikipedia.org/wiki/Joseph_Stiglitz,3,0,3,3,0,3,0,0,0,0,0.000529,0,0.000266,6,93.93573,87.631805
https://en.wikipedia.org/wiki/Rent-seeking,2,0,2,2,0,2,0,0,0,0,0.000623,0,0.000261,0,-362.300354,-450.485748
https://en.wikipedia.org/wiki/Scandinavian_capitalism,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,324.514587,311.853058
https://en.wikipedia.org/wiki/Simon_Kuznets,5,0,5,5,0,5,0,0,0,0,0.000339,0,0.000295,0,-102.073914,-29.585386
https://en.wikipedia.org/wiki/Equity_(economics),2,0,2,2,0,2,0,0,0,0,0.000623,0,0.000261,0,58.293217,336.069672
https://en.wikipedia.org/wiki/Economic_mobility,5,0,5,5,0,5,0,0,0,0,0.000392,0,0.000294,0,-67.777771,-206.444519
https://en.wikipedia.org/wiki/Gilded_age,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-398.639862,449.13559
https://en.wikipedia.org/wiki/Lane_Kenworthy,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,387.807312,-239.648254
https://en.wikipedia.org/wiki/Economic_development,8,0,8,8,0,8,0,0,0,0,0.001314,0,0.00028,6,-242.710236,89.813019
https://en.wikipedia.org/wiki/Thomas_Sowell,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,126.895569,16.84952
https://en.wikipedia.org/wiki/Social_safety_net,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,224.475037,425.27774
https://en.wikipedia.org/wiki/Laissez-faire_capitalism,2,0,2,2,0,2,0,0,0,0,0.00038,0,0.000263,3,130.204773,-347.471771
https://en.wikipedia.org/wiki/Equality_of_opportunity,5,0,5,5,0,5,0,0,0,0,0.000726,0,0.000322,0,-308.571533,15.63132
https://en.wikipedia.org/wiki/Jamie_Galbraith,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-390.564331,144.339142
https://en.wikipedia.org/wiki/Unearned_income,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,386.673584,-37.111721
https://en.wikipedia.org/wiki/Milton_Friedman,5,0,5,5,0,5,0,0,0,0,0.000919,0,0.00027,3,245.987671,222.123749
https://en.wikipedia.org/wiki/Capitalism,8,0,8,8,0,8,0,0,0,0,0.001015,0,0.000288,1,-393.54834,-63.929348
https://en.wikipedia.org/wiki/Keynesian_economics,2,0,2,2,0,2,0,0,0,0,0.000623,0,0.000261,0,255.40509,305.345062
https://en.wikipedia.org/wiki/Gender_pay_gap,2,0,2,2,0,2,0,0,0,0,0.000266,0,0.000263,13,-208.682037,-11.543973
https://en.wikipedia.org/wiki/International_Monetary_Fund,8,0,8,8,0,8,0,0,0,0,0.001281,0,0.000289,6,-459.476318,326.103912
https://en.wikipedia.org/wiki/Human_capital,7,0,7,7,0,7,0,0,0,0,0.001056,0,0.000292,0,51.805607,138.688934
https://en.wikipedia.org/wiki/Sustainable_Development_Goal_4,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-458.98584,449.701141
https://en.wikipedia.org/wiki/Occupational_segregation,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-346.315186,274.379913
https://en.wikipedia.org/wiki/Brazil,3,0,3,3,0,3,0,0,0,0,0.000336,0,0.000263,7,-487.004791,-68.455017
https://en.wikipedia.org/wiki/Income_tax,2,0,2,2,0,2,0,0,0,0,0.044478,0,0.000261,15,-135.052063,54.981541
https://en.wikipedia.org/wiki/Free_market,3,0,3,3,0,3,0,0,0,0,0.000323,0,0.000266,3,-120.383392,107.994354
https://en.wikipedia.org/wiki/Ludwig_von_Mises,2,0,2,2,0,2,0,0,0,0,0.00038,0,0.000263,3,-260.497681,140.141693
https://en.wikipedia.org/wiki/Trickle-down_economics,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-18.012236,308.764801
https://en.wikipedia.org/wiki/World_Economic_Forum,2,0,2,2,0,2,0,0,0,0,0.000405,0,0.000263,6,-133.346588,250.403168
https://en.wikipedia.org/wiki/Racism,6,0,6,6,0,6,0,0,0,0,0.000951,0,0.000285,0,29.555056,299.814606
https://en.wikipedia.org/wiki/Overconsumption,2,0,2,2,0,2,0,0,0,0,0.00027,0,0.000266,5,-149.186096,279.027863
https://en.wikipedia.org/wiki/Indonesia,3,0,3,3,0,3,0,0,0,0,0.000858,0,0.000263,14,300.006836,-281.831879
https://en.wikipedia.org/wiki/Happiness,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,302.474548,-83.108307
https://en.wikipedia.org/wiki/Market_economy,4,0,4,4,0,4,0,0,0,0,0.000689,0,0.000267,3,-328.987274,-156.079193
https://en.wikipedia.org/wiki/Sustainable_Development_Goals,6,0,6,6,0,6,0,0,0,0,0.00061,0,0.000286,0,419.32489,26.807772
https://en.wikipedia.org/wiki/A_Theory_of_Justice,2,0,2,2,0,2,0,0,0,0,0.000259,0,0.000285,0,379.578735,-30.289244
https://en.wikipedia.org/wiki/Libertarians,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-184.486633,309.3013
https://en.wikipedia.org/wiki/Argentina,2,0,2,2,0,2,0,0,0,0,0.000304,0,0.000261,7,499.528015,-425.769684
https://en.wikipedia.org/wiki/Anthony_Giddens,2,0,2,2,0,2,0,0,0,0,0.000555,0,0.000261,2,117.388062,-361.227142
https://en.wikipedia.org/wiki/Gabriel_Zucman,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,3.592593,483.889984
https://en.wikipedia.org/wiki/Structural_adjustment,5,0,5,5,0,5,0,0,0,0,0.000591,0,0.000275,6,-14.339932,-182.849884
https://en.wikipedia.org/wiki/Manhattan_Institute_for_Policy_Research,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,433.827759,215.536774
https://en.wikipedia.org/wiki/Labor_market,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-353.215149,391.544342
https://en.wikipedia.org/wiki/Bill_Gates,2,0,2,2,0,2,0,0,0,0,0.044478,0,0.000261,15,142.539062,-266.832916
https://en.wikipedia.org/wiki/Armenia,2,0,2,2,0,2,0,0,0,0,0.00027,0,0.000266,5,-279.54425,-386.910919
https://en.wikipedia.org/wiki/Oxfam,2,0,2,2,0,2,0,0,0,0,0.000405,0,0.000263,6,-214.364502,-77.136108
https://en.wikipedia.org/wiki/Warren_Buffett,2,0,2,2,0,2,0,0,0,0,0.000262,0,0.000274,0,115.458496,-423.944824
https://en.wikipedia.org/wiki/Means_of_production,5,0,5,5,0,5,0,0,0,0,0.000328,0,0.000292,1,251.30249,192.727997
https://en.wikipedia.org/wiki/Marxian_economics,2,0,2,2,0,2,0,0,0,0,0.000623,0,0.000261,0,32.734562,69.498566
https://en.wikipedia.org/wiki/Newly_industrialized_country,2,0,2,2,0,2,0,0,0,0,0.000423,0,0.000262,6,489.11145,-261.640228
https://en.wikipedia.org/wiki/Pension,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-337.645691,-301.887543
https://en.wikipedia.org/wiki/Azerbaijan,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-231.837708,179.489105
https://en.wikipedia.org/wiki/American_Enterprise_Institute,2,0,2,2,0,2,0,0,0,0,0.00038,0,0.000263,3,-9.798093,384.618378
https://en.wikipedia.org/wiki/Cato_Institute,2,0,2,2,0,2,0,0,0,0,0.00038,0,0.000263,3,-262.420441,469.639923
https://en.wikipedia.org/wiki/Welfare_state,5,0,5,5,0,5,0,0,0,0,0.000709,0,0.000282,2,240.524963,452.946686
https://en.wikipedia.org/wiki/Industrial_Revolution,4,0,4,4,0,4,0,0,0,0,0.000965,0,0.000266,5,288.660278,208.253204
https://en.wikipedia.org/wiki/Higher_education,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-127.894806,109.617828
https://en.wikipedia.org/wiki/Global_South,4,0,4,4,0,4,0,0,0,0,0.00058,0,0.000275,0,-374.801086,-256.516205
https://en.wikipedia.org/wiki/Informal_sector,1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,-281.344482,290.154205
https://en.wikipedia.org/wiki/Social_Security_(United_States),1,0,1,1,0,1,0,0,0,0,0.000256,0,0.00026,0,136.989685,-256.076752
https://en.wikipedia.org/wiki/Georgia_(country),2,0,2,2,0,2,0,0,0,0,0.000304,0,0.000261,7,-181.847198,-481.988159
https://en.wikipedia.org/wiki/COVID-19_pandemic,6,0,6,6,0,6,0,0,0,0,0.001551,0,0.000268,5,-358.765106,238.791656
https://en.wikipedia.org/wiki/Race_to_the_bottom,2,0,2,2,0,2,0,0,0,0,0.000555,0,0.000261,2,-288.834473,-364.561096
https://en.wikipedia.org/wiki/Income_distribution,5,0,5,5,0,5,0,0,0,0,0.000294,0,0.000305,0,307.562805,478.679169
https://en.wikipedia.org/wiki/Theil_Index,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-495.161987,8.829867
https://en.wikipedia.org/wiki/Anthony_Shorrocks,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,114.586853,352.707977
https://en.wikipedia.org/wiki/Atkinson_index,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-202.956085,85.559357
https://en.wikipedia.org/wiki/Hoover_index,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-0.587186,-486.975769
https://en.wikipedia.org/wiki/Consumption_inequality,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-365.676086,-15.056882
https://en.wikipedia.org/wiki/Generalized_entropy_index,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-43.771603,-196.182343
https://en.wikipedia.org/wiki/Lorenz_curve,2,0,2,2,0,2,0,0,0,0,0.000014,0,0.000278,0,37.573002,142.88797
https://en.wikipedia.org/wiki/Mean_log_deviation,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,216.086182,69.607574
https://en.wikipedia.org/wiki/Wealth_distribution,2,0,2,2,0,2,0,0,0,0,0.000015,0,0.000279,1,271.045715,-102.043213
https://en.wikipedia.org/wiki/Receiver_operating_characteristic,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,297.216248,-73.679077
https://en.wikipedia.org/wiki/Income_in_kind,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-46.902126,305.988007
https://en.wikipedia.org/wiki/Arithmetic_mean,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,153.682678,-381.271454
https://en.wikipedia.org/wiki/Interpolation,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,311.186218,401.073761
https://en.wikipedia.org/wiki/Corrado_Gini,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-130.075439,-340.905914
https://en.wikipedia.org/wiki/Relative_mean_absolute_difference,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,368.99762,-417.384888
https://en.wikipedia.org/wiki/Cumulative_distribution_function,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,349.697693,-455.570343
https://en.wikipedia.org/wiki/Least-squares_estimation,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-379.818146,-198.664551
https://en.wikipedia.org/wiki/Resampling_(statistics)#Bootstrap,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,230.160583,483.541107
https://en.wikipedia.org/wiki/Discrete_probability_distribution,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-208.985779,-258.450623
https://en.wikipedia.org/wiki/Probability_density_function,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-184.674988,-269.915802
https://en.wikipedia.org/wiki/Information_entropy,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,-376.586365,252.646332
https://en.wikipedia.org/wiki/Numerical_integration,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.000267,0,167.817444,-185.856415
https://en.wikipedia.org/wiki/Kuznets_curve,3,0,3,3,0,3,0,0,0,0,0.000068,0,0.000286,0,220.095825,-130.336029
https://en.wikipedia.org/wiki/Capital_and_Ideology,1,0,1,1,0,1,0,0,0,0,0.000006,0,0.000273,0,-376.125671,-307.615753
https://en.wikipedia.org/wiki/A_Brief_History_of_Equality,1,0,1,1,0,1,0,0,0,0,0.000006,0,0.000273,0,385.241455,380.9888
https://en.wikipedia.org/wiki/Redistribution_of_wealth,2,0,2,2,0,2,0,0,0,0,0.000155,0,0.000276,6,-96.278656,-404.385864
